,Tag No.,Tagged State,Tagged Date,Reported State,Reported Country,Reported Date,Miles
1771,AGX870,TX,2001-10-02,MICH,MEXICO,2002-02-20,668.0
1772,AFK034,TX,2001-10-17,MICH,MEXICO,2002-01-11,661.0
1773,AFK189,TX,2001-10-23,MICH,MEXICO,2002-03-09,661.0
1774,AFK199,TX,2001-10-23,MICH,MEXICO,2002-02-26,661.0
1775,AFK158,TX,2001-10-15,MICH,MEXICO,2002-02-28,661.0
1776,AFK042,TX,2001-10-17,MICH,MEXICO,2002-03-08,657.0
1777,AGY715,TX,2001-10-10,MICH,MEXICO,2002-03-07,643.0
1778,AGY718,TX,2001-10-10,MICH,MEXICO,2002-03-01,643.0
1779,AGY625,TX,2001-10-08,MICH,MEXICO,2002-03-12,643.0
1780,AGY636,TX,2001-10-08,MICH,MEXICO,2002-03-09,643.0
1781,AGY642,TX,2001-10-08,MICH,MEXICO,2002-02-26,643.0
1782,AGY616,TX,2001-10-08,MICH,MEXICO,2002-02-26,643.0
1783,AGY576,TX,2001-10-08,MICH,MEXICO,2002-02-26,643.0
1784,AGY630,TX,2001-10-08,MICH,MEXICO,2002-01-21,643.0
1785,AGY595,TX,2001-10-08,MICH,MEXICO,2002-01-18,643.0
1786,AGY394,TX,2001-10-06,MICH,MEXICO,2002-02-28,643.0
1787,AGY350,TX,2001-10-06,MICH,MEXICO,2002-01-28,643.0
1788,AGY690,TX,2001-10-09,MICH,MEXICO,2002-03-03,642.0
1789,AGY589,TX,,MICH,MEXICO,2002-01-22,638.0
1790,AGY650,TX,2001-10-08,MICH,MEXICO,2002-01-25,638.0
1791,AGY378,TX,2001-10-06,MICH,MEXICO,2002-02-27,638.0
1792,AGY381,TX,2001-10-06,MICH,MEXICO,2002-02-20,638.0
1793,ACO546,TX,2001-10-22,MICH,MEXICO,2002-01-21,626.0
1794,ACO590,TX,2001-10-20,MICH,MEXICO,2002-02-13,626.0
1795,ACO522,TX,2001-10-19,MICH,MEXICO,2002-02-13,626.0
1796,ACO458,TX,2001-10-15,MICH,MEXICO,2002-01-21,626.0
1797,ACC266,TX,2001-10-12,MICH,MEXICO,2002-02-26,626.0
1798,AGY696,TX,2001-10-09,MICH,MEXICO,2002-03-12,626.0
1799,AGY702,TX,2001-10-09,MICH,MEXICO,2002-03-12,626.0
1800,AGY532,TX,2001-10-07,MICH,MEXICO,2002-03-13,626.0
1801,AGY542,TX,2001-10-07,MICH,MEXICO,2002-02-28,626.0
1802,AGY538,TX,2001-10-07,MICH,MEXICO,2002-02-26,626.0
1803,ACO459,TX,,MICH,MEXICO,2002-03-04,621.0
1804,ACO624,TX,2001-10-22,MICH,MEXICO,2002-02-27,621.0
1805,ACO523,TX,2001-10-19,MICH,MEXICO,2002-03-04,621.0
1806,ACO509,TX,2001-10-18,MICH,MEXICO,2002-02-27,621.0
1807,ACC272,TX,2001-10-15,MICH,MEXICO,2002-03-06,621.0
1808,AHZ183,TX,2001-10-18,MICH,MEXICO,2002-03-12,614.0
1809,AHZ374,TX,2001-10-18,MICH,MEXICO,2002-03-08,614.0
1810,AHZ458,TX,2001-10-18,MICH,MEXICO,2002-03-07,614.0
1811,AHZ299,TX,2001-10-18,MICH,MEXICO,2002-02-28,614.0
1812,AHZ427,TX,2001-10-18,MICH,MEXICO,2002-03-06,609.0
1813,AHZ359,TX,2001-10-18,MICH,MEXICO,2002-02-20,609.0
1814,238QX,FL,2001-05-18,VA,USA,2001-07-30,597.0
1815,AFE467,MX,2001-11-18,MICH,MEXICO,2002-03-03,432.0
1816,AJT137,MX,2001-10-23,MICH,MEXICO,2002-01-20,416.0
1817,AJT087,MX,2001-10-22,MICH,MEXICO,2002-02-26,416.0
1818,AJT132,MX,2001-10-22,MICH,MEXICO,2002-02-13,416.0
1819,AFE465,MX,2001-11-17,MICH,MEXICO,2002-03-12,416.0
1820,AFE457,MX,2001-10-17,MICH,MEXICO,2002-03-08,416.0
1821,AFE452,MX,2001-10-17,MICH,MEXICO,2002-02-26,416.0
1822,ABG303,NY,2001-09-12,VA,USA,2001-09-22,406.0
1823,AHU625,COAH,2001-09-23,MICH,MEXICO,2002-02-13,401.0
1824,343ZT,COAH,2001-10-26,MICH,MEXICO,2002-03-12,401.0
1825,AIQ220,WV,2001-09-12,SC,USA,2001-10-07,339.0
1826,AGF273,IA,2001-09-22,WI,USA,2001-10-24,325.0
1827,AFF268,ME,2001-09-13,NJ,USA,2001-10-10,319.0
1828,AHD417,SC,2001-10-21,Fl,USA,2001-10-30,300.0
1829,ADZ112,ND,2001-08-18,MN,USA,2001-11-01,298.0
1830,AAU683,NY,2001-10-02,ME,USA,2001-11-01,280.0
1831,AAI810,CT,2001-09-15,MD,USA,2001-11-03,257.0
1832,AAG695,NH,2001-09-10,NY,USA,2001-09-25,241.0
1833,AAG015,ONT,2001-08-24,CT,USA,2001-09-01,235.0
1834,ABZ280,OH,2001-08-25,IN,USA,,234.0
1835,AFG179,CT,2001-09-16,NJ,USA,2001-09-30,200.0
1836,AAW795,PA,2001-09-28,VA,USA,2001-10-18,189.0
1837,AHA711,VT,2001-09-08,NY,USA,2001-09-15,176.0
1838,AAI865,CT,2001-09-15,PA,USA,2001-11-22,159.0
1839,AGE848,OK,2001-10-29,TX,USA,2001-11-10,154.0
1840,ABR473,FL,2001-10-20,FL,USA,2001-11-04,150.0
1841,AFB785,TX,2001-10-06,TX,USA,2001-11-06,137.0
1842,AIU392,KS,2001-09-24,TX,USA,2001-10-05,126.0
1843,ABH233,VA,2001-09-21,VA,USA,2001-09-23,121.0
1844,AJL944,MN,2001-10-04,MN,USA,,116.0
1845,AAI519,CT,2001-08-12,NJ,USA,2001-08-22,112.0
1846,ACZ533,WI,2001-10-04,IL,USA,2001-10-05,97.0
1847,ADF522,PA,2001-08-25,PA,USA,2001-08-30,83.0
1848,AHL363,OK,2001-09-29,OK,USA,2001-10-04,70.0
1849,AAP770,NJ,2001-09-25,NJ,USA,2001-10-03,66.0
1850,AIC979,NC,2001-09-13,VA,USA,2001-09-22,65.0
1851,AAN694,NJ,2001-09-22,PA,USA,2001-09-23,64.0
1852,AAL363,CT,2001-09-01,NY,USA,2001-09-04,56.0
1853,AFG073,CT,2001-09-11,CT,USA,2001-10-03,36.0
1854,AAO584,NJ,2001-08-14,NJ,USA,2001-08-25,31.0
1855,AAQ462,NJ,2001-09-19,NJ,USA,2001-10-24,31.0
1856,AHY785,NJ,2001-10-03,NJ,USA,2001-10-10,28.0
1857,AAL389,CT,2001-08-26,CT,USA,,27.0
1858,AJQ349,TX,2001-12-07,TX,USA,,25.0
1859,AIZ555,MN,2001-10-08,MN,USA,2001-10-21,25.0
1860,AHY611,NJ,2001-10-02,NJ,USA,2001-10-04,23.0
1861,AAK953,CT,2001-10-03,CT,USA,2001-10-06,20.0
1862,ACC528,IN,2001-09-02,IN,USA,,19.0
1863,AIK142,IN,2001-08-28,IN,USA,2001-09-12,18.0
1864,ADA622,WI,2001-09-02,WI,USA,2001-09-05,16.0
1865,AJN539,TX,,TX,USA,2001-10-18,13.0
1866,ABT107,FL,2001-10-21,FL,USA,2001-10-30,11.0
1867,ADE045,MN,2001-09-28,MN,USA,2001-10-03,10.0
1868,ADE255,MN,2001-10-03,MN,USA,2001-10-06,10.0
1869,AEB067,,,MICH,MEXICO,2002-02-13,
1870,AGN823,,,MICH,MEXICO,2002-03-09,
1871,AGN814,,,MICH,MEXICO,2002-03-04,
1872,AGN818,,,MICH,MEXICO,2002-03-01,
1873,AGN817,,,MICH,MEXICO,2002-02-26,
1874,AGN663,,,MICH,MEXICO,2002-01-21,
1875,AGN623,,,TN,USA,2001-09-27,
1876,AGN580,,,MN,USA,2001-08-30,
1877,AHQ731,,,MI,USA,2001-11-15,
1878,WN400,,,MICH,MEXICO,2002-01-06,
1879,AHO283,,,MICH,MEXICO,2002-03-13,
1880,AHL042,,,MICH,MEXICO,2002-03-13,
1881,AHM746,,,MICH,MEXICO,2002-03-12,
1882,AHK626,,,MICH,MEXICO,2002-03-09,
1883,AHK966,,,MICH,MEXICO,2002-03-04,
1884,AHO270,,,MICH,MEXICO,2002-02-28,
1885,AHO586,,,MICH,MEXICO,2002-02-26,
1886,AHM989,,,MICH,MEXICO,2002-02-26,
1887,AHN952,,,MICH,MEXICO,2002-02-26,
1888,AHK954,,,MICH,MEXICO,2002-02-18,
1889,AHM954,,,MICH,MEXICO,2002-02-13,
1890,AHM911,,,MICH,MEXICO,2002-02-11,
1891,AHK612,,,MICH,MEXICO,2002-01-21,
1892,AHL048,,,MICH,MEXICO,2002-01-20,
1893,AHO234,,,MICH,MEXICO,2002-01-06,
1894,AHN162,,,OK,USA,2001-10-04,
1895,AHI826,,,MICH,MEXICO,2002-01-21,
1896,AIM545,,,MA,USA,2001-09-19,
1897,AJP018,,,MICH,MEXICO,2002-03-12,
1898,AJO992,,,MICH,MEXICO,2002-03-09,
1899,AJP050,,,MICH,MEXICO,2002-03-04,
1900,AEZ410,,,MICH,MEXICO,2002-02-13,
1901,AFD764,,,IL,USA,2001-09-01,
1902,831IW,,,MICH,MEXICO,2002-01-21,
1903,ACE976,,,MICH,MEXICO,2002-01-06,
1904,AAM530,,,NY,USA,2001-11-05,
1905,AHR665,,,MICH,MEXICO,2002-03-01,
1906,182US,,,WI,USA,2001-10-07,
1907,SM450,,,MICH,MEXICO,2002-03-06,
1908,AIN925,,,MICH,MEXICO,2002-02-13,
1909,AIM194,,,MICH,MEXICO,2002-02-11,
1910,ACH046,,,MICH,MEXICO,2002-03-12,
1911,ACH036,,,MICH,MEXICO,2002-02-27,
1912,ACH034,,,MICH,MEXICO,2002-01-21,
1913,ABL967,,,MICH,MEXICO,2002-03-12,
1914,565PL,,,AZ,USA,2001-08-03,
1915,MI366,,,MICH,MEXICO,2002-03-06,
1916,MI361,,,MX,USA,2001-11-15,
1917,AIP885,,,MICH,MEXICO,2002-03-13,
1918,AIP929,,,MICH,MEXICO,2002-03-12,
1919,AIP936,,,MICH,MEXICO,2002-03-09,
1920,AIP903,,,MICH,MEXICO,2002-03-09,
1921,SD297,,,MICH,MEXICO,2002-03-06,
1922,AIT382,,,ND,USA,2001-09-13,
1923,AJH973,,,MICH,MEXICO,2002-03-13,
1924,633MY,,,MICH,MEXICO,2002-03-04,
1925,AJH966,,,MICH,MEXICO,2002-02-21,
1926,AJH937,,,MICH,MEXICO,2002-01-21,
1927,AJI016,,,MICH,MEXICO,2002-01-20,
1928,AJI003,,,MICH,MEXICO,2002-01-11,
1929,AGW929,,,MICH,MEXICO,2002-03-09,
1930,AGW790,,,MICH,MEXICO,2002-03-04,
1931,AGW930,,,MICH,MEXICO,2002-03-03,
1932,AGW934,,,MICH,MEXICO,2002-02-28,
1933,AGW770,,,MICH,MEXICO,2002-02-26,
1934,AGW769,,,MICH,MEXICO,2002-02-11,
1935,151TI,,,MICH,MEXICO,2002-01-11,
1936,ADR037,,,MICH,MEXICO,2002-03-09,
1937,ADQ847,,,MICH,MEXICO,2002-03-06,
1938,ADQ804,,,MICH,MEXICO,2002-03-03,
1939,ADQ805,,,MICH,MEXICO,2002-03-03,
1940,ADQ872,,,MICH,MEXICO,2002-02-26,
1941,ADQ660,,,MICH,MEXICO,2002-02-26,
1942,ADQ670,,,MICH,MEXICO,2002-02-26,
1943,ADQ784,,,MICH,MEXICO,2002-02-21,
1944,ADQ962,,,MICH,MEXICO,2002-02-21,
1945,ADR102,,,MICH,MEXICO,2002-02-21,
1946,ADQ844,,,MICH,MEXICO,2002-01-20,
1947,AJZ789,,,MICH,MEXICO,2002-02-20,
1948,AIA777,,,MICH,MEXICO,2002-03-04,
1949,AFT563,,,MICH,MEXICO,2002-04-06,
1950,AEJ475,,,MICH,MEXICO,2002-03-08,
1951,AEJ275,,,MICH,MEXICO,2002-03-03,
1952,AEI871,,,MICH,MEXICO,2002-03-03,
1953,AHK396,,,MICH,MEXICO,2002-03-04,
1954,AHK371,,,MICH,MEXICO,2002-02-13,
1955,AEP223,,,MICH,MEXICO,2002-02-21,
1956,681HK,,,MICH,MEXICO,2002-01-09,
1957,ADE225,,,MN,USA,2001-10-06,
1958,ABW153,,,MICH,MEXICO,2002-03-08,
1959,AJA875,,,MICH,MEXICO,2002-02-26,
1960,ADR234,,,MICH,MEXICO,2002-02-26,
1961,AAG669,,,CT,USA,2001-09-16,
